List No,Item No,UPC Code,Manufacturer No,Manufacturer,Category,Category Path 1,Category Path 2,Category Path 3,Product Name,Price(USD),Inventory,STOCK TYPE,Date,In Stock,weight(lb),SaleRate,SaleRateNew
728,AS-CBOX020,1.93E+11,CHROMEBOX 3-N020U,ASUS,Desktop System,PC & Laptop,Desktop System,,Asus CHROMEBOX 3-N020U Intel Core i7-8550U 1.8GHz/ 8GB DDR4/ 32GB SSD/ No ODD/ Chrome OS Desktop PC (Star Grey),,,,,,,0.642364658,1.222222222
19,CT424A8G_G,6.50E+11,BLS8G4D240FSBK,Crucial,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Crucial Ballistix Sport LT Gray DDR4-2400 8GB/1Gx64 CL16 Memory (Single Rank),48.18,44,Recurring,01 January 2019,Y,0.19,0.779877426,1.222222222
19,CT424A8G_G,6.50E+11,BLS8G4D240FSBK,Crucial,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Crucial Ballistix Sport LT Gray DDR4-2400 8GB/1Gx64 CL16 Memory (Single Rank),,,,,,,0.779877426,1.222222222
11,CT426SR4G,6.50E+11,CT4G4RFS8266,Crucial,Server DDR4,Component,DRAM Memory,Server DRAM,Crucial DDR4-2666 4GB/512Mx72 CL19 Server Memory,54.32,11,Recurring,01 January 2019,Y,0.06,0.941777324,1.222222222
11,CT426SR4G,6.50E+11,CT4G4RFS8266,Crucial,Server DDR4,Component,DRAM Memory,Server DRAM,Crucial DDR4-2666 4GB/512Mx72 CL19 Server Memory,,,,,,,0.941777324,1.222222222
2619,FAN-CNPS80,8.24E+11,CNPS80F,Zalman,LGA 1156,Component,Fan & Heatsink,CPU Fan & Heatsink,Zalman CNPS80F Ultra Quiet CPU Cooler for Intel LGA 1155/1156/775 & AMD Socket FM2/FM1/AM3/AM2+/AM2,7.17,49,Recurring,01 January 2019,Y,0.5,0.817243751,1.225
2619,FAN-CNPS80,8.24E+11,CNPS80F,Zalman,LGA 1156,Component,Fan & Heatsink,CPU Fan & Heatsink,Zalman CNPS80F Ultra Quiet CPU Cooler for Intel LGA 1155/1156/775 & AMD Socket FM2/FM1/AM3/AM2+/AM2,,,,,,,0.817243751,1.225
834,KS-K64697U,85896646976,K64697US,Kensington,Security Lock,PC & Laptop,Accessory,Security Lock,Kensington K64697US ClickSafe Combination Laptop Lock,36.39,49,Recurring,01 January 2019,Y,0.55,0.817702362,1.225
834,KS-K64697U,85896646976,K64697US,Kensington,Security Lock,PC & Laptop,Accessory,Security Lock,Kensington K64697US ClickSafe Combination Laptop Lock,,,,,,,0.817702362,1.225
3597,MSI-2070V8,8.24E+11,G2070V8,MSI,Nvidia,Component,Video Card,PCI Express Video Card,MSI NVIDIA GeForce RTX 2070 VENTUS 8G GDDR6 HDMI/3DisplayPort PCI-Express Video Card,511.47,43,Recurring,01 January 2019,Y,3.5,0.794617194,1.228571429
3597,MSI-2070V8,8.24E+11,G2070V8,MSI,Nvidia,Component,Video Card,PCI Express Video Card,MSI NVIDIA GeForce RTX 2070 VENTUS 8G GDDR6 HDMI/3DisplayPort PCI-Express Video Card,,,,,,,0.794617194,1.228571429
4010,CA-ACL60N6,8.86E+11,BFX-ALC-60CMLN-RP,BitFenix,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,BitFenix Alchemy 2.0 5x 60cm Sleeved PSU Cable (NV Green),1.95,43,Recurring,01 January 2019,Y,0.14,0.831199373,1.228571429
4010,CA-ACL60N6,8.86E+11,BFX-ALC-60CMLN-RP,BitFenix,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,BitFenix Alchemy 2.0 5x 60cm Sleeved PSU Cable (NV Green),,,,,,,0.831199373,1.228571429
4004,CA-ACL40O7,8.86E+11,BFX-ALC-40CMLO-RP,BitFenix,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,BitFenix Alchemy 2.0 5x 40cm Sleeved PSU Cable (Orange),1.95,43,Recurring,01 January 2019,Y,0.09,0.832244578,1.228571429
4004,CA-ACL40O7,8.86E+11,BFX-ALC-40CMLO-RP,BitFenix,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,BitFenix Alchemy 2.0 5x 40cm Sleeved PSU Cable (Orange),,,,,,,0.832244578,1.228571429
2561,FAN-MX230G,8.73E+11,MX-2 (30G)/OR-MX2-AC-03,ARCTIC,Thermal Paste,Component,Fan & Heatsink,Thermal Paste,ARCTIC MX-2 (30G) Thermal Compound,18.45,43,Recurring,01 January 2019,Y,0.5,0.836948001,1.228571429
2561,FAN-MX230G,8.73E+11,MX-2 (30G)/OR-MX2-AC-03,ARCTIC,Thermal Paste,Component,Fan & Heatsink,Thermal Paste,ARCTIC MX-2 (30G) Thermal Compound,,,,,,,0.836948001,1.228571429
3368,MB-Z390PG6,,Z390 PHANTOM GAMING 6,ASRock,Socket 1151,Component,Motherboard,Desktop,ASRock Z390 PHANTOM GAMING 6 LGA1151/ Intel Z390/ DDR4/ Quad CrossFireX & Quad SLI/ SATA3&USB3.1/ M.2/ A&2GbE/ ATX Motherboard,189.11,43,Recurring,01 January 2019,Y,4.5,0.841651424,1.228571429
3368,MB-Z390PG6,,Z390 PHANTOM GAMING 6,ASRock,Socket 1151,Component,Motherboard,Desktop,ASRock Z390 PHANTOM GAMING 6 LGA1151/ Intel Z390/ DDR4/ Quad CrossFireX & Quad SLI/ SATA3&USB3.1/ M.2/ A&2GbE/ ATX Motherboard,,,,,,,0.841651424,1.228571429
808,KS-K97162W,85896971627,K97162WW,Kensington,Bag & Sleeve,PC & Laptop,Accessory,Bag & Sleeve,"Kensington K97162WW 7.0"" Portafolio Soft Folio Case for Samsung Galaxy Tab 3 (Blue)",39.97,16,Recurring,01 January 2019,Y,0.3,0.906601124,1.230769231
808,KS-K97162W,85896971627,K97162WW,Kensington,Bag & Sleeve,PC & Laptop,Accessory,Bag & Sleeve,"Kensington K97162WW 7.0"" Portafolio Soft Folio Case for Samsung Galaxy Tab 3 (Blue)",,,,,,,0.906601124,1.230769231
1813,NEC-P484,8.06E+11,P484,NEC Display Solutions,"32""/above LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"NEC P484 48 inch Large Screen 4000:1 8ms VGA/DVI/HDMI/DisplayPort LED LCD Monitor, w/ Built-in Speakers",1334.96,17,Liquidation,01 January 2019,Y,38.8,0.907468605,1.230769231
1813,NEC-P484,8.06E+11,P484,NEC Display Solutions,"32""/above LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"NEC P484 48 inch Large Screen 4000:1 8ms VGA/DVI/HDMI/DisplayPort LED LCD Monitor, w/ Built-in Speakers",,,,,,,0.907468605,1.230769231
2012,CA-MX350M,1.93E+11,MX350 MESH,Cougar,ATX Mid Tower,Component,Case,Computer Case,Cougar MX350 MESH No Power Supply ATX Mid Tower w/ Window,47.15,16,Recurring,01 January 2019,Y,15,0.908005618,1.230769231
2012,CA-MX350M,1.93E+11,MX350 MESH,Cougar,ATX Mid Tower,Component,Case,Computer Case,Cougar MX350 MESH No Power Supply ATX Mid Tower w/ Window,,,,,,,0.908005618,1.230769231
3908,FAN-DS14K1,8.41E+11,DS 140MM BLACK,AeroCool,140mm,Component,Fan & Heatsink,Case Fan,AeroCool Dead Silence 140mm Black Case Fan ,13.84,37,Recurring,01 January 2019,Y,0.6,0.834497419,1.233333333
3908,FAN-DS14K1,8.41E+11,DS 140MM BLACK,AeroCool,140mm,Component,Fan & Heatsink,Case Fan,AeroCool Dead Silence 140mm Black Case Fan ,,,,,,,0.834497419,1.233333333
3037,VC-USB_PS2,8.40E+11,CU807,VCOM,USB Cable,Component,Cable,USB Cable,VCOM CU807 USB 2.0 to 2x PS2 Cable,4.61,42,Recurring,01 January 2019,Y,0.14,0.845906902,1.235294118
3037,VC-USB_PS2,8.40E+11,CU807,VCOM,USB Cable,Component,Cable,USB Cable,VCOM CU807 USB 2.0 to 2x PS2 Cable,,,,,,,0.845906902,1.235294118
922,ST2TBNX243,7.64E+11,ST2000NX0243,Seagate,SATA,Component,Hard Drive,Enterprise HDD,"Seagate Enterprise Capacity ST2000NX0243 2TB 7200RPM SATA 6.0 GB/s 128MB 4KN Enterprise Hard Drive (2.5 inch, Exos 7E2000 HDD 4KN SATA) ",299.3,45,Recurring,01 January 2019,Y,0.6,0.851935081,1.235294118
922,ST2TBNX243,7.64E+11,ST2000NX0243,Seagate,SATA,Component,Hard Drive,Enterprise HDD,"Seagate Enterprise Capacity ST2000NX0243 2TB 7200RPM SATA 6.0 GB/s 128MB 4KN Enterprise Hard Drive (2.5 inch, Exos 7E2000 HDD 4KN SATA) ",,,,,,,0.851935081,1.235294118
3658,AS-G10302G,8.89E+11,GT1030-2G-CSM,ASUS,Nvidia,Component,Video Card,PCI Express Video Card,Asus NVIDIA GeForce GT 1030 2GB GDDR5 DVI/HDMI PCI-Express Video Card,93.79,45,Recurring,01 January 2019,Y,1.1,0.864419476,1.235294118
3658,AS-G10302G,8.89E+11,GT1030-2G-CSM,ASUS,Nvidia,Component,Video Card,PCI Express Video Card,Asus NVIDIA GeForce GT 1030 2GB GDDR5 DVI/HDMI PCI-Express Video Card,,,,,,,0.864419476,1.235294118
748,MSI-INF270,8.24E+11,INFINITEX270,MSI,Desktop System,PC & Laptop,Desktop System,,MSI Infinite X Plus 9SF-270US Intel Core i9-9900K 3.6GHz/ 32GB DDR4/ 2TB HDD + 512GB SSD/ RTX 2080 Ti VENTUS/ Windows 10 Pro Desktop PC (Black-RGB),2909.98,21,Recurring,01 January 2019,Y,33.07,0.885500268,1.235294118
748,MSI-INF270,8.24E+11,INFINITEX270,MSI,Desktop System,PC & Laptop,Desktop System,,MSI Infinite X Plus 9SF-270US Intel Core i9-9900K 3.6GHz/ 32GB DDR4/ 2TB HDD + 512GB SSD/ RTX 2080 Ti VENTUS/ Windows 10 Pro Desktop PC (Black-RGB),,,,,,,0.885500268,1.235294118
186,F24UB16GK,7.41E+11,KVR24N17D8/16,Kingston,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Kingston ValueRAM KVR24N17D8/16 DDR4-2400 16GB/2Gx64 CL17 Memory ,92.25,22,Recurring,01 January 2019,Y,0.07,0.886618999,1.235294118
186,F24UB16GK,7.41E+11,KVR24N17D8/16,Kingston,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Kingston ValueRAM KVR24N17D8/16 DDR4-2400 16GB/2Gx64 CL17 Memory ,,,,,,,0.886618999,1.235294118
1918,EV-1000P22,8.43E+11,220-P2-1000-XR,EVGA,Desktop,Component,Power Supply,Desktop,EVGA SuperNOVA 1000 P2 220-P2-1000-XR 1000W 80 PLUS Platinum ATX12V & EPS12V Power Supply ,248.05,22,Recurring,01 January 2019,Y,10,0.887640449,1.235294118
1918,EV-1000P22,8.43E+11,220-P2-1000-XR,EVGA,Desktop,Component,Power Supply,Desktop,EVGA SuperNOVA 1000 P2 220-P2-1000-XR 1000W 80 PLUS Platinum ATX12V & EPS12V Power Supply ,,,,,,,0.887640449,1.235294118
3273,MSI-P65442,8.24E+11,P65442,MSI,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,MSI P65 Creator 8RF-442 15.6 inch Intel Core i7-8750H 2.2GHz/ 16GB DDR4/ 256GB SSD / GTX 1070/ USB3.1/ Windows 10 Pro Ultrabook (White with Gold Diamond cut),2038.73,21,Recurring,01 January 2019,Y,11.9,0.889780631,1.235294118
3273,MSI-P65442,8.24E+11,P65442,MSI,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,MSI P65 Creator 8RF-442 15.6 inch Intel Core i7-8750H 2.2GHz/ 16GB DDR4/ 256GB SSD / GTX 1070/ USB3.1/ Windows 10 Pro Ultrabook (White with Gold Diamond cut),,,,,,,0.889780631,1.235294118
4108,CA-FAN11L4,6.72E+11,FAN-0111L4,Supermicro,80mm,Component,Fan & Heatsink,Case Fan,"Supermicro FAN-0111L4 80x80x38mm 9.5K RPM 4Pin PWM Cooling Fan For 2U SC827, SC217 Chassis",20.5,21,Recurring,01 January 2019,Y,0.5,0.890315677,1.235294118
4108,CA-FAN11L4,6.72E+11,FAN-0111L4,Supermicro,80mm,Component,Fan & Heatsink,Case Fan,"Supermicro FAN-0111L4 80x80x38mm 9.5K RPM 4Pin PWM Cooling Fan For 2U SC827, SC217 Chassis",,,,,,,0.890315677,1.235294118
1020,MB-TZ390PG,1.93E+11,TUF Z390-PRO GAMING,ASUS,Socket 1151,Component,Motherboard,Desktop,Asus TUF Z390-PRO GAMING LGA1151/ Intel Z390/ DDR4/ Quad-GPU CrossFireX & 2-Way SLI/ SATA3&USB3.1/ M.2/ A&GbE/ ATX Motherboard,163.49,21,Recurring,01 January 2019,Y,3.11,0.891920813,1.235294118
1020,MB-TZ390PG,1.93E+11,TUF Z390-PRO GAMING,ASUS,Socket 1151,Component,Motherboard,Desktop,Asus TUF Z390-PRO GAMING LGA1151/ Intel Z390/ DDR4/ Quad-GPU CrossFireX & 2-Way SLI/ SATA3&USB3.1/ M.2/ A&GbE/ ATX Motherboard,,,,,,,0.891920813,1.235294118
1720,AS-PA27AC,8.89E+11,PA27AC,ASUS,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Asus PA27AC 27 inch Widescreen 100,000,000:1 5ms HDMI/DisplayPort/USB LED LCD Monitor, w/ Speakers (Gray)",707.25,21,Recurring,01 January 2019,Y,25.4,0.892455859,1.235294118
1720,AS-PA27AC,8.89E+11,PA27AC,ASUS,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Asus PA27AC 27 inch Widescreen 100,000,000:1 5ms HDMI/DisplayPort/USB LED LCD Monitor, w/ Speakers (Gray)",,,,,,,0.892455859,1.235294118
756,MSI-E63600,8.24E+11,GE63GRB600,MSI,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,MSI GE63 Raider RGB-600 15.6 inch Intel Core i7-9750H 2.6GHz/ 16GB DDR4/ 512GB SSD/ RTX 2070/ USB3.2/ Windows 10 Home Notebook (RGB A Cover Aluminum Black),1946.48,22,Recurring,01 January 2019,Y,10.01,0.894279877,1.235294118
756,MSI-E63600,8.24E+11,GE63GRB600,MSI,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,MSI GE63 Raider RGB-600 15.6 inch Intel Core i7-9750H 2.6GHz/ 16GB DDR4/ 512GB SSD/ RTX 2070/ USB3.2/ Windows 10 Home Notebook (RGB A Cover Aluminum Black),,,,,,,0.894279877,1.235294118
478,ST3U64ST1K,8.78E+11,ST3U64ST1K,SUPER TALENT,USB 3.0 ,Component,USB Drive,USB 3.0,Super Talent 64GB Express ST1 USB 3.0 Flash Drive,10.76,21,Recurring,01 January 2019,Y,0.06,0.894596041,1.235294118
478,ST3U64ST1K,8.78E+11,ST3U64ST1K,SUPER TALENT,USB 3.0 ,Component,USB Drive,USB 3.0,Super Talent 64GB Express ST1 USB 3.0 Flash Drive,,,,,,,0.894596041,1.235294118
595,YD299XAWOF,7.30E+11,YD299XAZAFWOF,AMD,Ryzen,Component,CPU / Processor,Desktop CPU,"AMD Ryzen Threadripper 2990WX 32-Core 3.0GHz Socket sTR4, Retail",1710.73,22,Recurring,01 January 2019,Y,2.43,0.894790603,1.235294118
595,YD299XAWOF,7.30E+11,YD299XAZAFWOF,AMD,Ryzen,Component,CPU / Processor,Desktop CPU,"AMD Ryzen Threadripper 2990WX 32-Core 3.0GHz Socket sTR4, Retail",,,,,,,0.894790603,1.235294118
1782,SAM-24E45L,8.87E+11,S24E450DL,Samsung,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Samsung S24E450DL 23.6 inch Widescreen 1,000:1 5ms VGA/DVI/DisplayPort LED LCD Monitor (Black)",166.05,22,Recurring,01 January 2019,Y,15.3,0.896322778,1.235294118
1782,SAM-24E45L,8.87E+11,S24E450DL,Samsung,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Samsung S24E450DL 23.6 inch Widescreen 1,000:1 5ms VGA/DVI/DisplayPort LED LCD Monitor (Black)",,,,,,,0.896322778,1.235294118
565,E3-1275V6B,7.36E+11,BX80677E31275V6,Intel,Xeon,Component,CPU / Processor,Server CPU,"Intel Xeon E3-1275 v6 Quad-Core Kaby Lake Processor 3.8GHz 8.0GT/s 8MB LGA 1151 CPU, Retail",337.22,22,Recurring,01 January 2019,Y,0.76,0.897344229,1.235294118
565,E3-1275V6B,7.36E+11,BX80677E31275V6,Intel,Xeon,Component,CPU / Processor,Server CPU,"Intel Xeon E3-1275 v6 Quad-Core Kaby Lake Processor 3.8GHz 8.0GT/s 8MB LGA 1151 CPU, Retail",,,,,,,0.897344229,1.235294118
3450,SY-X50V6B,8.88E+11,X50V6 (BLACK),Shuttle,Desktop Barebone,Component,Barebone,Desktop Barebone,Shuttle X50V6 15.6 inch Intel Celeron 3865U 1.8GHz/ DDR4/ USB 3.0/ A&V&GbE/ All-in-One Touchscreen PC Barebone (Black),430.5,21,Recurring,01 January 2019,Y,8,0.898876404,1.235294118
3450,SY-X50V6B,8.88E+11,X50V6 (BLACK),Shuttle,Desktop Barebone,Component,Barebone,Desktop Barebone,Shuttle X50V6 15.6 inch Intel Celeron 3865U 1.8GHz/ DDR4/ USB 3.0/ A&V&GbE/ All-in-One Touchscreen PC Barebone (Black),,,,,,,0.898876404,1.235294118
1747,AS-VA32AQ,8.89E+11,VA32AQ,ASUS,"32""/above LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Asus VA32AQ 31.5 inch Widescreen 100,000,000:1 5ms VGA/HDMI/DisplayPort/USB LCD Monitor, w/ Speakers (Black)",349.53,52,Recurring,01 January 2019,Y,19,0.749351772,1.238095238
1747,AS-VA32AQ,8.89E+11,VA32AQ,ASUS,"32""/above LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Asus VA32AQ 31.5 inch Widescreen 100,000,000:1 5ms VGA/HDMI/DisplayPort/USB LCD Monitor, w/ Speakers (Black)",,,,,,,0.749351772,1.238095238
2557,FAN-XTREM2,8.73E+11,FREEZER;XTREME;REV.2/1366/775/AM2,ARCTIC,LGA 1366,Component,Fan & Heatsink,CPU Fan & Heatsink,ARCTIC Freezer XTREME Rev. 2 CPU Fan,27.67,52,Recurring,01 January 2019,Y,2,0.756266206,1.238095238
2557,FAN-XTREM2,8.73E+11,FREEZER;XTREME;REV.2/1366/775/AM2,ARCTIC,LGA 1366,Component,Fan & Heatsink,CPU Fan & Heatsink,ARCTIC Freezer XTREME Rev. 2 CPU Fan,,,,,,,0.756266206,1.238095238
2781,IM-KA1750,7.12E+11,KA1750,Kasda,Wireless Router,Component,Networking,Wireless Networking,Kasda KA1750 AC 1750 Wireless Dual Band Gigabit Router w/ 6x Internal 3dBi Antennas,54.27,52,Recurring,01 January 2019,Y,2.12,0.758859118,1.238095238
2781,IM-KA1750,7.12E+11,KA1750,Kasda,Wireless Router,Component,Networking,Wireless Networking,Kasda KA1750 AC 1750 Wireless Dual Band Gigabit Router w/ 6x Internal 3dBi Antennas,,,,,,,0.758859118,1.238095238
1666,MSI-G271C,8.24E+11,OPTIXMAG271C,MSI,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"MSI Optix MAG271C 27.0 inch 3,000:1 1ms HDMI/DisplayPort/USB LED LCD Monitor",302.38,52,Recurring,01 January 2019,Y,17.64,0.762532411,1.238095238
1666,MSI-G271C,8.24E+11,OPTIXMAG271C,MSI,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"MSI Optix MAG271C 27.0 inch 3,000:1 1ms HDMI/DisplayPort/USB LED LCD Monitor",,,,,,,0.762532411,1.238095238
5,W1333UA2GV,8.78E+11,W1333UA2GV,SUPER TALENT,DDR3 1333,Component,DRAM Memory,Desktop DRAM,Super Talent DDR3-1333 2GB/256x8 CL9 Value Memory,21.01,52,Recurring,01 January 2019,Y,0.08,0.762748487,1.238095238
5,W1333UA2GV,8.78E+11,W1333UA2GV,SUPER TALENT,DDR3 1333,Component,DRAM Memory,Desktop DRAM,Super Talent DDR3-1333 2GB/256x8 CL9 Value Memory,,,,,,,0.762748487,1.238095238
2542,CA-FDS24BK,8.17E+11,FD-WCU-CELSIUS-S24-BK,Fractal Design,Liquid Cooling,Component,Fan & Heatsink,Liquid Cooling,Fractal Design Celsius S24 FD-WCU-CELSIUS-S24-BK CPU Liquid Cooler for Intel LGA2011-v3/2011/1366/1156/1155/1151/1150 & AMD Socket AM4/AM3+/AM3/AM2+/AM2/FM2+/FM2/FM1 (Black),113.26,52,Recurring,01 January 2019,Y,4.75,0.766637857,1.238095238
2542,CA-FDS24BK,8.17E+11,FD-WCU-CELSIUS-S24-BK,Fractal Design,Liquid Cooling,Component,Fan & Heatsink,Liquid Cooling,Fractal Design Celsius S24 FD-WCU-CELSIUS-S24-BK CPU Liquid Cooler for Intel LGA2011-v3/2011/1366/1156/1155/1151/1150 & AMD Socket AM4/AM3+/AM3/AM2+/AM2/FM2+/FM2/FM1 (Black),,,,,,,0.766637857,1.238095238
1488,ST-IDE_YPW,8.78E+11,POW-ADT-4PY,iMicro,,,,,iMicro POW-ADT-4PY 12inch 4Pin Molex Male to 2x 4Pin Molex Female Splitter Cable,1.79,52,Recurring,01 January 2019,Y,0.04,0.769230769,1.238095238
1488,ST-IDE_YPW,8.78E+11,POW-ADT-4PY,iMicro,,,,,iMicro POW-ADT-4PY 12inch 4Pin Molex Male to 2x 4Pin Molex Female Splitter Cable,,,,,,,0.769230769,1.238095238
1996,FAN-BL086,,BL086,be quiet!,140mm,Component,Fan & Heatsink,Case Fan,"be quiet! Shadow Wings 2 140mm, Silent Computer Fans, Low Noise Operation, rubber fan frame, designed in Germany",17.42,52,Recurring,01 January 2019,Y,0.5,0.770743302,1.238095238
1996,FAN-BL086,,BL086,be quiet!,140mm,Component,Fan & Heatsink,Case Fan,"be quiet! Shadow Wings 2 140mm, Silent Computer Fans, Low Noise Operation, rubber fan frame, designed in Germany",,,,,,,0.770743302,1.238095238
1235,EV-2080BEG,8.43E+11,08G-P4-2081-KR,EVGA,Nvidia,Component,Video Card,PCI Express Video Card,EVGA NVIDIA GeForce RTX 2080 Black Edition Gaming 8GB GDDR6 HDMI/3DisplayPort/USB Type-C PCI-Express Video Card w/ Dual HDB Fans & RGB LED,771.82,52,Recurring,01 January 2019,Y,5.22,0.771823682,1.238095238
1235,EV-2080BEG,8.43E+11,08G-P4-2081-KR,EVGA,Nvidia,Component,Video Card,PCI Express Video Card,EVGA NVIDIA GeForce RTX 2080 Black Edition Gaming 8GB GDDR6 HDMI/3DisplayPort/USB Type-C PCI-Express Video Card w/ Dual HDB Fans & RGB LED,,,,,,,0.771823682,1.238095238
2776,CA-DM387,8.36E+11,DM-387,Apex,MicroATX Case,Component,Case,Computer Case,APEX DM-387 275W Slim MicroATX Case (Black/Silver),53.3,52,Recurring,01 January 2019,Y,14,0.773984443,1.238095238
2776,CA-DM387,8.36E+11,DM-387,Apex,MicroATX Case,Component,Case,Computer Case,APEX DM-387 275W Slim MicroATX Case (Black/Silver),,,,,,,0.773984443,1.238095238
2456,FAN-212SPK,8.84E+11,RR-212S-20PK-R1,Cooler Master,LGA 1155,Component,Fan & Heatsink,CPU Fan & Heatsink,Cooler Master Hyper 212 Black Edition RR-212S-20PK-R1 CPU Fan For Intel LGA LGA 2066/2011-v3/2011/1366/1156/1155/1151/1150 & AMD Socket M2+/FM2/FM1/AM4/AM3+/AM3/AM2+/AM2,36.9,52,Recurring,01 January 2019,Y,2.4,0.774416595,1.238095238
2456,FAN-212SPK,8.84E+11,RR-212S-20PK-R1,Cooler Master,LGA 1155,Component,Fan & Heatsink,CPU Fan & Heatsink,Cooler Master Hyper 212 Black Edition RR-212S-20PK-R1 CPU Fan For Intel LGA LGA 2066/2011-v3/2011/1366/1156/1155/1151/1150 & AMD Socket M2+/FM2/FM1/AM4/AM3+/AM3/AM2+/AM2,,,,,,,0.774416595,1.238095238
3151,MZ7LH240HA,,MZ7LH240HAHQ-00005,Samsung,SATA3,Component,Solid State Drive,SATA3,Samsung PM883 Series 240GB 2.5 inch SATA 6Gb/s Solid State Drive,85.07,52,Recurring,01 January 2019,Y,0.24,0.778738116,1.238095238
3151,MZ7LH240HA,,MZ7LH240HAHQ-00005,Samsung,SATA3,Component,Solid State Drive,SATA3,Samsung PM883 Series 240GB 2.5 inch SATA 6Gb/s Solid State Drive,,,,,,,0.778738116,1.238095238
79,W160EB8GML,,W160EB8GML,SUPER TALENT,Server DDR3,Component,DRAM Memory,Server DRAM,Super Talent DDR3-1600 8GB/512Mx8 ECC CL11 Micron Chip Server Memory,84.05,52,Recurring,01 January 2019,Y,0.08,0.77960242,1.238095238
79,W160EB8GML,,W160EB8GML,SUPER TALENT,Server DDR3,Component,DRAM Memory,Server DRAM,Super Talent DDR3-1600 8GB/512Mx8 ECC CL11 Micron Chip Server Memory,,,,,,,0.77960242,1.238095238
3659,AS-7102SCM,1.93E+11,710-2-SL-CSM,ASUS,Nvidia,Component,Video Card,PCI Express Video Card,Asus NVIDIA GeForce GT 710 2GB DDR3 DVI/HDMI PCI-Express Video Card ,54.32,52,Recurring,01 January 2019,Y,1,0.780034572,1.238095238
3659,AS-7102SCM,1.93E+11,710-2-SL-CSM,ASUS,Nvidia,Component,Video Card,PCI Express Video Card,Asus NVIDIA GeForce GT 710 2GB DDR3 DVI/HDMI PCI-Express Video Card ,,,,,,,0.780034572,1.238095238
1017,MB-SZ390EG,1.93E+11,ROG STRIX Z390-E GAMING,ASUS,Socket 1151,Component,Motherboard,Desktop,Asus ROG STRIX Z390-E GAMING LGA1151/ Intel Z390/ DDR4/ Quad-GPU CrossFireX & Quad-GPU SLI/ SATA3&USB3.1/ M.2/ WiFi/ A&GbE/ ATX Motherboard ,252.66,52,Recurring,01 January 2019,Y,4.56,0.780466724,1.238095238
1017,MB-SZ390EG,1.93E+11,ROG STRIX Z390-E GAMING,ASUS,Socket 1151,Component,Motherboard,Desktop,Asus ROG STRIX Z390-E GAMING LGA1151/ Intel Z390/ DDR4/ Quad-GPU CrossFireX & Quad-GPU SLI/ SATA3&USB3.1/ M.2/ WiFi/ A&GbE/ ATX Motherboard ,,,,,,,0.780466724,1.238095238
532,I5-8400,,CM8068403358811,Intel,Core I5,Component,CPU / Processor,Desktop CPU,"Intel Core i5-8400 Six-Core Coffee Lake Processor 2.8GHz 8.0GT/s 9MB LGA 1151 CPU, OEM",189.62,52,Recurring,01 January 2019,Y,0.06,0.781331029,1.238095238
532,I5-8400,,CM8068403358811,Intel,Core I5,Component,CPU / Processor,Desktop CPU,"Intel Core i5-8400 Six-Core Coffee Lake Processor 2.8GHz 8.0GT/s 9MB LGA 1151 CPU, OEM",,,,,,,0.781331029,1.238095238
2297,PSM12II520,,SS-520GM2,Seasonic,Desktop,Component,Power Supply,Desktop,Seasonic M12II Bronze 520W 80Plus Power Supply,59.45,52,Recurring,01 January 2019,Y,5.75,0.781763181,1.238095238
2297,PSM12II520,,SS-520GM2,Seasonic,Desktop,Component,Power Supply,Desktop,Seasonic M12II Bronze 520W 80Plus Power Supply,,,,,,,0.781763181,1.238095238
959,HD-W81PURZ,7.18E+11,WD81PURZ,Western Digital,SATA,Component,Hard Drive,Desktop HDD,Western Digital Purple WD81PURZ 8TB 5400RPM SATA3/SATA 6.0 GB/s 256MB Hard Drive (3.5 inch),222.94,52,Recurring,01 January 2019,Y,1.7,0.782627485,1.238095238
